week_start_date,state_code,product_launch_flag,actual_units,base_units,wd_velo_plus_units,wd_legacy_trifecta_units,wd_comp_zyn_units,discount_units,rewards_units,ipa_units,dm_units,email_units,sms_units,search_units,sponsorship_units,ipa_strat_cities_units,audio_units,display_units,video_units,gstv_units,ooh_units,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,wtd_pts_dist_velo_plus,wtd_pts_dist_legacy_trifecta,wtd_pts_dist_comp_zyn,discount,rewards_enrollments,impressions_3p_ipa,dm_sent,email_click,sms_sent,Search_clicks,total_brand_eq_100_pct_amt,strat_city,Audio_impressions,Display_impressions,GSTV_impressions,OOH_impressions,Video_impressions,avg_price_per_unit,Audio_spends,Display_spends,GSTV_spends,OOH_spends,Search_spends,Video_spends,DM_spends,Rewards_spends,IPA_spends,Strat City_spends,actual_revenue,base_revenue,wd_velo_plus_revenue,wd_legacy_trifecta_revenue,wd_comp_zyn_revenue,discount_revenue,rewards_revenue,ipa_revenue,dm_revenue,email_revenue,sms_revenue,search_revenue,sponsorship_revenue,ipa_strat_cities_revenue,audio_revenue,display_revenue,video_revenue,gstv_revenue,ooh_revenue
2023-01-02,OH,0,9390,8774.242571,0.0,2467.830332,-1817.112923,742.7497158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,187,1087,0.51,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.735,0.0,0.0,0.0,0.0,0.0,0.0,,,,,35071.65,32771.796,0.0,9217.34629,-6786.916767,2774.170189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,OK,0,3445,3301.948865,0.0,957.1055032,-888.413276,623.7299644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,235,1021,0.85,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.657,0.0,0.0,0.0,0.0,0.0,0.0,,,,,12598.365,12075.227,0.0,3500.134825,-3248.92735,2280.98048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,OR,0,3158,3057.900603,0.0,991.0893302,-1016.658644,542.4591186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,213,1587,1.28,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.564,0.0,0.0,0.0,0.0,0.0,0.0,,,,,11255.112,10898.35775,0.0,3532.242373,-3623.371407,1933.324299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,PA,0,9010,8293.093278,0.0,2197.741123,-2265.941549,1641.763271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,192,1328,0.94,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.359,0.0,0.0,0.0,0.0,0.0,0.0,,,,,30264.59,27856.50032,0.0,7382.212432,-7611.297663,5514.682827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,RI,0,501,664.6419568,0.0,199.0062802,-414.2694204,147.4446363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,181,1432,1.66,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.869,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1938.369,2571.499731,0.0,769.9552981,-1602.808388,570.4632978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,SC,0,5289,4763.361662,0.0,1434.592791,-1168.971829,869.4818857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,206,1114,1.16,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.691,0.0,0.0,0.0,0.0,0.0,0.0,,,,,19521.699,17581.56789,0.0,5295.081992,-4314.675021,3209.25764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,SD,0,1219,1097.826953,0.0,361.0600266,-290.9225571,187.8741249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,286,1210,1.14,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.489,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4253.091,3830.318239,0.0,1259.738433,-1015.028802,655.4928218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,TN,0,4962,4557.735573,0.0,1502.436922,-1236.111264,636.8626671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,181,1115,0.8,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.658,0.0,0.0,0.0,0.0,0.0,0.0,,,,,18150.996,16672.19673,0.0,5495.914261,-4521.695004,2329.643636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,TX,0,13622,14005.42926,0.0,3421.790086,-4328.824233,2827.507425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,163,901,2.51,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,,,,,60617.9,62324.16021,0.0,15226.96588,-19263.26784,12582.40804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,UT,0,5286,5746.634083,0.0,1283.375337,-1977.015102,616.9940665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,281,1704,1.76,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.467,0.0,0.0,0.0,0.0,0.0,0.0,,,,,18326.562,19923.58037,0.0,4449.462293,-6854.311359,2139.118429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,VA,0,8097,7346.156616,0.0,1890.348214,-1586.778273,1211.978775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,203,1190,1.29,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.129,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25335.513,22986.12405,0.0,5914.899562,-4965.029216,3792.281587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
