week_start_date,state_code,avg_price_per_unit,product_launch_flag,DM_spends,Rewards_spends,IPA_spends,Strat City_spends,Audio_spends,Display_spends,GSTV_spends,OOH_spends,Search_spends,Video_spends
2/20/2023,IA,3.37,0,,,,,0,0,0,0,0,0
2/20/2023,PA,3.24,0,,,,,0,0,0,0,0,0
2/20/2023,SD,3.599,0,,,,,0,0,0,0,0,0
2/20/2023,NY,3.265,0,,,,,0,0,0,0,0,0
2/20/2023,TX,4.719,0,,,,,0,0,0,0,0,0
2/20/2023,WV,3.411,0,,,,,0,0,0,0,0,0
2/20/2023,GA,3.819,0,,,,,0,0,0,0,0,0
2/20/2023,KS,3.511,0,,,,,0,0,0,0,0,0
2/20/2023,CO,4.462,0,,,,,0,0,0,0,0,0
2/20/2023,FL,3.206,0,,,,,0,0,0,0,0,0
2/20/2023,AK,5.92,0,,,,,0,0,0,0,0,0
2/20/2023,AR,3.364,0,,,,,0,0,0,0,0,0
2/20/2023,OK,3.486,0,,,,,0,0,0,0,0,0
2/20/2023,UT,3.495,0,,,,,0,0,0,0,0,0
2/20/2023,HI,3.86,0,,,,,0,0,0,0,0,0
2/27/2023,SC,3.798,0,,,,,0,0,0,0,0,0
2/27/2023,AZ,4.253,0,,,,,0,0,0,0,0,0
2/27/2023,LA,4.654,0,,,,,0,0,0,0,0,0
2/27/2023,MN,8.118,0,,,,,0,0,0,0,0,0
2/27/2023,NJ,4.767,0,,,,,0,0,0,0,0,0
2/27/2023,OR,3.48,0,,,,,0,0,0,0,0,0
2/27/2023,VA,3.128,0,,,,,0,0,0,0,0,0
2/27/2023,RI,2.583,0,,,,,0,0,0,0,0,0
2/27/2023,KY,3.373,0,,,,,0,0,0,0,0,0
2/27/2023,WY,4.093,0,,,,,0,0,0,0,0,0
2/27/2023,NH,6.427,0,,,,,0,0,0,0,0,0
2/27/2023,MI,3.475,0,,,,,0,0,0,0,0,0
2/27/2023,NV,3.689,0,,,,,0,0,0,0,0,0
2/27/2023,WI,3.461,0,,,,,0,0,0,0,0,0
2/27/2023,ID,3.901,0,,,,,0,0,0,0,0,0
2/27/2023,NE,3.914,0,,,,,0,0,0,0,0,0
2/27/2023,CT,3.547,0,,,,,0,0,0,0,0,0
2/27/2023,MT,4.121,0,,,,,0,0,0,0,0,0
2/27/2023,NC,3.347,0,,,,,0,0,0,0,0,0
2/27/2023,VT,7.803,0,,,,,0,0,0,0,0,0
2/27/2023,MD,6.054,0,,,,,0,0,0,0,0,0
2/27/2023,DE,3.274,0,,,,,0,0,0,0,0,0
2/27/2023,MO,3.869,0,,,,,0,0,0,0,0,0
2/27/2023,IL,3.427,0,,,,,0,0,0,0,0,0
2/27/2023,ME,3.861,0,,,,,0,0,0,0,0,0
2/27/2023,WA,3.851,0,,,,,0,0,0,0,0,0
2/27/2023,ND,4.056,0,,,,,0,0,0,0,0,0
2/27/2023,MS,3.795,0,,,,,0,0,0,0,0,0
2/27/2023,AL,3.483,0,,,,,0,0,0,0,0,0
2/27/2023,IN,3.749,0,,,,,0,0,0,0,0,0
2/27/2023,OH,3.632,0,,,,,0,0,0,0,0,0
2/27/2023,TN,3.524,0,,,,,0,0,0,0,0,0
2/27/2023,NM,3.662,0,,,,,0,0,0,0,0,0
2/27/2023,IA,3.812,0,,,,,0,0,0,0,0,0
2/27/2023,PA,3.234,0,,,,,0,0,0,0,0,0
2/27/2023,SD,3.943,0,,,,,0,0,0,0,0,0
2/27/2023,NY,3.299,0,,,,,0,0,0,0,0,0
2/27/2023,TX,4.719,0,,,,,0,0,0,0,0,0
2/27/2023,WV,3.633,0,,,,,0,0,0,0,0,0
2/27/2023,GA,3.878,0,,,,,0,0,0,0,0,0
2/27/2023,KS,3.867,0,,,,,0,0,0,0,0,0
2/27/2023,CO,5.12,0,,,,,0,0,0,0,0,0
2/27/2023,FL,3.312,0,,,,,0,0,0,0,0,0
